40.781427,-73.945567
40.785699,-73.952766
40.780051,-73.954982
40.776954,-73.947213
40.785037,-73.954747
40.78239,-73.950012
40.78111,-73.955556
40.772096,-73.958343
40.777878,-73.957591
40.772032,-73.947655
40.780852,-73.952301
40.775211,-73.957614
40.772523,-73.948824
40.776471,-73.954264
40.782171,-73.952203
40.77906,-73.952287
40.783986,-73.948001
40.77238,-73.948497
40.780718,-73.944331
40.785932,-73.954896
40.782271,-73.955491
40.783633,-73.945376
40.777041,-73.95005
40.776013,-73.956509
40.781243,-73.957839
40.777737,-73.955137
40.780022,-73.952567
40.780703,-73.943829
40.776514,-73.952946
40.780564,-73.948416
40.786297,-73.952479
40.77545,-73.958398
40.779387,-73.953042
40.784711,-73.958266
40.784115,-73.952057
40.773605,-73.956013
40.781575,-73.95429
40.779033,-73.95059
40.775171,-73.953109
40.777883,-73.949243
40.778093,-73.949951
40.78456,-73.956261
40.779743,-73.947444
40.780296,-73.949757
40.775973,-73.955065
40.783793,-73.95573
40.782727,-73.945367
40.774879,-73.953744
40.783342,-73.957269
40.777876,-73.956029
40.781355,-73.947992
40.773944,-73.956846
40.773334,-73.95111
40.77812,-73.944584
40.778397,-73.958751
40.782731,-73.949696
40.778763,-73.946108
40.775026,-73.956548
40.780829,-73.954874
40.78546,-73.957198
40.779856,-73.956802
40.785365,-73.948779
40.785012,-73.958839
40.777566,-73.958844
40.785231,-73.957151
40.78019,-73.94555
40.784155,-73.946471
40.772509,-73.952758
40.776263,-73.945665
40.775056,-73.952861
40.782161,-73.953823
40.779897,-73.950761
40.777541,-73.946627
40.772871,-73.954186
40.776399,-73.950178
40.781769,-73.951703
40.773173,-73.952375
40.773315,-73.946775
40.771785,-73.956403
40.775985,-73.951122
40.772169,-73.947894
40.774553,-73.95168
40.784813,-73.953499
40.779217,-73.953868
40.774696,-73.958642
40.775051,-73.944514
40.78225,-73.951196
40.782978,-73.951862
40.775022,-73.947445
40.778166,-73.946621
40.781609,-73.950171
40.777525,-73.951291
40.779846,-73.95011
40.781714,-73.956565
40.772953,-73.951779
40.774405,-73.944784
40.773674,-73.945516
40.785452,-73.958483
40.782063,-73.95356
40.775543,-73.944103
40.779471,-73.951483
40.773641,-73.95199
40.781051,-73.951438
40.777574,-73.946142
40.782632,-73.958682
40.784872,-73.956321
40.777648,-73.953488
40.775127,-73.95104
40.786058,-73.951798
40.785589,-73.955235
40.775937,-73.946808
40.773399,-73.955537
40.773398,-73.945691
40.779315,-73.951263
40.778397,-73.948655
40.783633,-73.950637
40.771594,-73.958642
40.776472,-73.956622
40.771161,-73.947299
40.782683,-73.946838
40.777304,-73.958187
40.773019,-73.948457
40.783172,-73.952661
40.777203,-73.948317
40.77572,-73.954453
40.780382,-73.957401
40.781504,-73.948726
40.777126,-73.957785
40.785606,-73.94992
40.786319,-73.954986
40.7857,-73.950887
40.783603,-73.95669
40.779093,-73.956396
40.779176,-73.946738
40.780409,-73.950032
40.786231,-73.955605
40.781376,-73.958281
40.778992,-73.955818
40.782158,-73.94842
40.783072,-73.954351
40.772164,-73.951952
40.778396,-73.94717
40.785247,-73.953749
40.775997,-73.949162
40.779056,-73.944594
40.773519,-73.949106
40.785403,-73.952035
40.784147,-73.952307
40.779267,-73.94447
40.77456,-73.955674
40.786422,-73.946527
40.78076,-73.950852
40.781124,-73.953617
40.77344,-73.947531
40.781959,-73.948524
40.780959,-73.948997
40.784889,-73.954401
40.778894,-73.958437
40.782131,-73.956051
40.783022,-73.944632
40.779388,-73.955761
40.77308,-73.956272
40.772534,-73.950863
40.778019,-73.958349
40.779542,-73.94984
40.776605,-73.95457
40.78543,-73.953606
40.782454,-73.949062
40.782168,-73.945985
40.779469,-73.952632
40.784896,-73.951494
40.771185,-73.953337
40.782449,-73.95329
40.785728,-73.945654
40.778635,-73.951637
40.778519,-73.949645
40.780757,-73.950292
40.781214,-73.952395
40.778593,-73.94724
40.779399,-73.947181
40.77408,-73.948639
40.772615,-73.951437
40.779452,-73.958008
40.780714,-73.9468
40.78226,-73.958256
40.786035,-73.948039
40.776198,-73.955606
40.773881,-73.950469
40.784115,-73.954344
40.772565,-73.957163
40.773719,-73.950741
40.783874,-73.958489
40.777026,-73.952163
40.78091,-73.945928
40.783149,-73.949835
40.784473,-73.957762
40.775861,-73.950335
40.784407,-73.957113
40.778136,-73.954269
40.78299,-73.951126
40.771511,-73.954569
40.782928,-73.946206
40.779992,-73.958254
40.776851,-73.953544
40.785128,-73.955538
40.78361,-73.95496
40.781031,-73.958879
40.782918,-73.957837
40.784618,-73.958913
40.780969,-73.94754
40.780836,-73.949906
40.786187,-73.951381
40.783535,-73.953129
40.784028,-73.950452
40.783242,-73.958246
40.777844,-73.95452
40.780871,-73.95633
40.774831,-73.945002
40.784461,-73.955715
40.780444,-73.953586
40.784795,-73.954165
40.78306,-73.953957
40.774206,-73.944283
40.783686,-73.949577
40.779939,-73.944366
40.77634,-73.948431
40.778854,-73.954463
40.785565,-73.956399
40.793051,-73.934389
40.79683,-73.935087
40.79222,-73.938442
40.800896,-73.938582
40.792426,-73.944414
40.799443,-73.94313
40.802967,-73.935769
40.798551,-73.939181
40.806551,-73.944397
40.805461,-73.939661
40.793136,-73.942742
40.797903,-73.94179
40.794939,-73.934744
40.797937,-73.931261
40.794421,-73.941727
40.795118,-73.933806
40.798868,-73.940458
40.792275,-73.940089
40.79532,-73.940084
40.796417,-73.938013
40.800914,-73.939809
